idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text,prompt_original
1479,"Dr. Rahul Sima practices at Laxmi MultiSpeciality Hospital in Seshadripuram, Bangalore. He completed MBBS from Kempegowda Institute of Medical Sciences(KIMS), Bangalore in 2004 and DNB-General Surgery from St. Martha's Hospital, Bangalore in 2011.",Surgeon,7,25,1,Male,7,1 6 7 ,1 6 7 ,1 6 7 ,1 6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,"Dr. Rahul Sima practices at Laxmi MultiSpeciality Hospital in Seshadripuram, Bangalore. He completed MBBS from Kempegowda Institute of Medical Sciences(KIMS), Bangalore in 2004 and DNB-General Surgery from St. Martha's Hospital, Bangalore in 2011."
1480,"Petersburg and Tampa, FL.Dr. Benedetti is board-certified by both the American Board of Plastic Surgery and the American Board of Surgery.A plastic and reconstructive surgeon with special interest in cosmetic surgery, Dr. Benedetti focuses on breast enhancement surgery, body reshaping and facial plastic surgery.",Surgeon,7,25,1,Male,7,1 6 7 ,7 ,7 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,7. Surgeon,7. Surgeon,6. Dentist  7. Surgeon,"Petersburg and Tampa, FL. Dr. Benedetti is board-certified by both the American Board of Plastic Surgery and the American Board of Surgery. A plastic and reconstructive surgeon with special interest in cosmetic surgery, Dr. Benedetti focuses on breast enhancement surgery, body reshaping and facial plastic surgery. He stands out from other Tampa plastic surgeons because of his attention to detail and dedication to continual improvement, which is reflected in the treatment, care, and results his patients enjoy."
1481,"Dr. Israeli is certified by the American Board of Plastic Surgery and is regarded as a leading specialist in post-mastectomy breast reconstruction, providing an individualized approach for every patient.Dr. Israeli has experience with a comprehensive array of state-of-the-art techniques in breast reconstruction.",Surgeon,7,25,1,Male,7,1 6 7 ,7 ,7 ,7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,7. Surgeon,7. Surgeon,7. Surgeon,"Dr. Israeli is certified by the American Board of Plastic Surgery and is regarded as a leading specialist in post-mastectomy breast reconstruction, providing an individualized approach for every patient. Dr. Israeli has experience with a comprehensive array of state-of-the-art techniques in breast reconstruction. He offers abdominal microvascular free flap options including DIEP, SIEA and free TRAM flaps. He is currently one of a small handful of practitioners nationwide that serve as clinical investigator for the LifeCell Corporation, pioneering the use of AlloDerm and Strattice in tissue expander and implant breast reconstruction, including the direct-to-implant or one-step approach."
1482,"Dr. Bert received a bachelor degree in Biology from the University of Wisconsin-Madison where he was selected as a member of the National Dean's list.His medical degree was obtained from Loyola Stritch School of Medicine.He completed his orthopaedic residency at The University of Tennesse-Campbell Clinic, where the main textbook for orthopaedics is written.",Surgeon,7,25,1,Male,1,1 7 0 ,1 7 ,1 7 ,1 7 0 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,1. Physician  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon  0. Professor,"Dr. Bert received a bachelor degree in Biology from the University of Wisconsin-Madison where he was selected as a member of the National Dean's list. His medical degree was obtained from Loyola Stritch School of Medicine. He completed his orthopaedic residency at The University of Tennesse-Campbell Clinic, where the main textbook for orthopaedics is written. His orthopaedic sports fellowship was performed at the prestigious Kerlan Jobe Clinic in Los Angeles, Calif. During his fellowship, he was an assistant team physician for the Los Angeles Lakers, Dodgers, Kings, Sparks, Anaheim Ducks, USC Athletic Department, and X games. Additionally, he covered multiple high school football teams throughout his residency and fellowship."
1483,He works at Mersey Plastic Surgery Centre. Preior to that he was a Consultant Plastic Surgeon at Leeds Teaching Hospitals and Honorary Senior Lecturer at Leeds University. He is the Lead Head and Neck Plastic Surgeon at the Mersey Laser Centre at Whiston Hospital.,Surgeon,7,25,1,Male,7,1 6 7 ,6 7 ,6 7 ,6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,6. Dentist  7. Surgeon,He works at Mersey Plastic Surgery Centre. Preior to that he was a Consultant Plastic Surgeon at Leeds Teaching Hospitals and Honorary Senior Lecturer at Leeds University. He is the Lead Head and Neck Plastic Surgeon at the Mersey Laser Centre at Whiston Hospital.
1484,"Dr. Shraddha Verma practices at MediHope Dr. Shraddha Verma is a General Surgeon in New Thippasandra, Bangalore and has an experience of 2 years in this field. Dr. Shraddha Verma practices at MediHope Super Speciality Hospital in New Thippasandra, Bangalore. She completed MBBS from G.S.Gune Medical College, Ahmednagar in 2009 and MS-General Surgery from LKRAM, Kolhapur in 2014.",Surgeon,7,25,0,Female,7,1 6 7 ,1 7 ,1 7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,1. Physician  7. Surgeon,"Dr. Shraddha Verma practices at MediHope Dr. Shraddha Verma is a General Surgeon in New Thippasandra, Bangalore and has an experience of 2 years in this field. Dr. Shraddha Verma practices at MediHope Super Speciality Hospital in New Thippasandra, Bangalore. She completed MBBS from G.S.Gune Medical College, Ahmednagar in 2009 and MS-General Surgery from LKRAM, Kolhapur in 2014."
1485,"A native of Madrid, Spain, Dr. Borja received his medical degree from the Complutense University of Madrid and completed his residency in orthopedic surgery at St. Luke's Hospital in Cleveland, Ohio.He then served as the Annie C. Kane Fellow in Hip and Knee Reconstruction at New York Orthopedic Hospital Columbia-Presbyterian Medical Center.",Surgeon,7,25,1,Male,7,1 7 0 ,7 ,1 7 ,7 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon,1. Physician  7. Surgeon,7. Surgeon,"A native of Madrid, Spain, Dr. Borja received his medical degree from the Complutense University of Madrid and completed his residency in orthopedic surgery at St. Luke's Hospital in Cleveland, Ohio. He then served as the Annie C. Kane Fellow in Hip and Knee Reconstruction at New York Orthopedic Hospital Columbia-Presbyterian Medical Center. From 1980-1986, he was the chief surgeon of the Department of Orthopedics and Rehabilitation at the University of Miami. Dr. Borja has published in several medical journals on hip and knee joint replacement and knee surgery. He has participated in clinical research on arthritis and bone banking and has delivered numerous presentations at national and international medical meetings on orthopedic surgery."
1486,"Dr. Ajay Kumar Sinha practices at Max Superspeciality Hospital in Phase-VI, Mohali. He completed Dr. Ajay Kumar Sinha is a Cardiac Surgeon in Phase-VI, Mohali. Dr. Ajay Kumar Sinha practices at Max Superspeciality Hospital in Phase-VI, Mohali. He completed MBBS from Rajendra Institute of Medical Sciences, Ranchi and MD-Anaesthesiology.",Surgeon,7,25,1,Male,7,1 6 7 ,1 7 ,7 ,1 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  7. Surgeon,7. Surgeon,1. Physician  7. Surgeon,"Dr. Ajay Kumar Sinha practices at Max Superspeciality Hospital in Phase-VI, Mohali. He completed Dr. Ajay Kumar Sinha is a Cardiac Surgeon in Phase-VI, Mohali. Dr. Ajay Kumar Sinha practices at Max Superspeciality Hospital in Phase-VI, Mohali. He completed MBBS from Rajendra Institute of Medical Sciences, Ranchi and MD-Anaesthesiology."
1487,"She has supervised several PhD's on the issue, and is immediate past-president of the Dutch Society for Simulation in Healthcare, program committee member of Games for Health Europe and Founder of the WATCH Society for use of Wearable Technology in Healthcare.",Surgeon,7,25,0,Female,0,4 5 0 ,0 ,4 0 ,4 0 ,The best answer is 7. Surgeon.,4. Psychologist  5. Teacher  0. Professor,0. Professor,4. Psychologist  0. Professor,4. Psychologist  0. Professor,"She has supervised several PhD's on the issue, and is immediate past-president of the Dutch Society for Simulation in Healthcare, program committee member of Games for Health Europe and Founder of the WATCH Society for use of Wearable Technology in Healthcare."
1424,"At his state-of-the-art practice, Dr. Shalabi offers the most sophisticated care and treatment of Colo Rectal diseases.He uses the most advanced techniques and procedures so that his patients receive the highest level of care with the fastest recovery times.",Surgeon,7,25,1,Male,7,1 6 7 ,1 7 ,1 6 7 ,1 6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,"At his state-of-the-art practice, Dr. Shalabi offers the most sophisticated care and treatment of Colo Rectal diseases. He uses the most advanced techniques and procedures so that his patients receive the highest level of care with the fastest recovery times. As the leading colorectal surgeon in Surprise, Arizona(AZ), Dr. Shalabi provides individualized care that fits the needs and health goals of every patient. He stays current on the latest innovations in his specialty so that he can remain a leader in the field for colon and rectal diseases. For the top colorectal surgeon in Surprise, Arizona(AZ), please contact The Arizona Center for Colon and Rectal Diseases to schedule an appointment with Dr. Ahmed Shalabi. Dr Ahmed Shalabi office is now located at 4135 South Power Rd. Suite # 120 Mesa, AZ 85212"
1425,"A native of Massachusetts, Dr. Brandy came to Claxton-Hepburn in 2008. Along with her general surgery practice, she also specializes in breast health and wellness, and was the driving force in establishing the Breast Health Center at the medical center.",Surgeon,7,25,0,Female,1,1 6 7 ,1 7 ,1 6 7 ,1 6 7 ,The best answer is 7. Surgeon.,1. Physician  6. Dentist  7. Surgeon,1. Physician  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,1. Physician  6. Dentist  7. Surgeon,"A native of Massachusetts, Dr. Brandy came to Claxton-Hepburn in 2008. Along with her general surgery practice, she also specializes in breast health and wellness, and was the driving force in establishing the Breast Health Center at the medical center."
1426,"David H. Adams, Professor and Chairman of the Department of Cardiovascular Surgery. Over his 3-year advanced fellowship, he focused on the surgical management of patients with complex valvular heart disease with particular interest on mitral valve surgery, less invasive approaches for mitral valve repair and reoperative cardiac surgery.",Surgeon,7,25,1,Male,7,1 7 0 ,7 0 ,7 0 ,7 0 ,The best answer is 7. Surgeon.,1. Physician  7. Surgeon  0. Professor,7. Surgeon  0. Professor,7. Surgeon  0. Professor,7. Surgeon  0. Professor,"David H. Adams, Professor and Chairman of the Department of Cardiovascular Surgery. Over his 3-year advanced fellowship, he focused on the surgical management of patients with complex valvular heart disease with particular interest on mitral valve surgery, less invasive approaches for mitral valve repair and reoperative cardiac surgery."
1427,"Aside from being a surgeon, he has worked as a professor, handling Plastic Surgery Postgraduate Programs at the Javeriana University - the same university from where he earned his degree.",Surgeon,7,25,1,Male,7,3 5 7 ,3 5 7 ,3 5 6 7 0 ,3 5 6 7 ,The best answer is 7. Surgeon.,3. Journalist  5. Teacher  7. Surgeon,3. Journalist  5. Teacher  7. Surgeon,3. Journalist  5. Teacher  6. Dentist  7. Surgeon  0. Professor,3. Journalist  5. Teacher  6. Dentist  7. Surgeon,"Aside from being a surgeon, he has worked as a professor, handling Plastic Surgery Postgraduate Programs at the Javeriana University - the same university from where he earned his degree."
1428,"The elder Dr. Leveau was assaulted and left for dead after accidentally uncovering knowledge about an organized crime operation and a corrupt hospital administration.Along with a colorful cast of old friends, Charlie risks his life and career to find out why his father was attacked and who did it.",Surgeon,7,25,1,Male,3,1 3 7 ,3 ,3 ,3 ,The best answer is 7. Surgeon.,1. Physician  3. Journalist  7. Surgeon,3. Journalist,3. Journalist,3. Journalist,"The elder Dr. Leveau was assaulted and left for dead after accidentally uncovering knowledge about an organized crime operation and a corrupt hospital administration. Along with a colorful cast of old friends, Charlie risks his life and career to find out why his father was attacked and who did it. Bayou Cocktail is an emotionally gripping and suspenseful book, sprinkled with a liberal dose of character and humor. It's a tribute to small towns, to good friends, to right prevailing, and to the end sometimes justifying the means."
1429,"The doctor soon becomes addicted to his newly-discovered gas. In his despe... more >> ration to get the drug, Karloff must make a diabolical bargain with body snatchers to feed his growing habit. ""A natural for horror addicts, if they can stand all that blood!""--Daily Cinema. << less",Surgeon,7,25,1,Male,9,3 7 9 ,3 7 9 ,3 4 7 9 ,3 4 7 9 ,The best answer is 7. Surgeon.,3. Journalist  7. Surgeon  9. Model,3. Journalist  7. Surgeon  9. Model,3. Journalist  4. Psychologist  7. Surgeon  9. Model,3. Journalist  4. Psychologist  7. Surgeon  9. Model,"The doctor soon becomes addicted to his newly-discovered gas. In his despe... more >> ration to get the drug, Karloff must make a diabolical bargain with body snatchers to feed his growing habit. ""A natural for horror addicts, if they can stand all that blood!""--Daily Cinema. << less"
