idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
939,data/facet/images/imgs_2/sa_2603663.jpg,Skateboarder,18,17,3,Unknown,18,16 18 19,18,18,18,The best answer is 18. Skateboarder.,16. Salesperson  18. Skateboarder  19. Speaker,18. Skateboarder,18. Skateboarder,18. Skateboarder
485,data/facet/images/imgs_2/sa_343965.jpg,Skateboarder,18,17,1,Middle,18,4 16 18,18,18,18,The best answer is 18. Skateboarder.,4. Craftsman  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
987,data/facet/images/imgs_2/sa_3098726.jpg,Skateboarder,18,17,3,Unknown,18,7 11 18,7 18,7 11 18,7 18,The best answer is 18. Skateboarder.,7. Guitarist  11. Laborer  18. Skateboarder,7. Guitarist  18. Skateboarder,7. Guitarist  11. Laborer  18. Skateboarder,7. Guitarist  18. Skateboarder
458,data/facet/images/imgs_2/sa_4274383.jpg,Skateboarder,18,17,0,Younger,18,8 11 18,18,18,18,The best answer is 18. Skateboarder.,8. Gymnast  11. Laborer  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
160,data/facet/images/imgs_2/sa_4936583.jpg,Skateboarder,18,17,3,Unknown,18,1 2 18,18,18,18,The best answer is 18. Skateboarder.,1. Backpacker  2. Boatman  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
250,data/facet/images/imgs_2/sa_4798248.jpg,Skateboarder,18,17,3,Unknown,18,16 18 20,18,18,18,The best answer is 18. Skateboarder.,16. Salesperson  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
891,data/facet/images/imgs_2/sa_3178511.jpg,Skateboarder,18,17,0,Younger,18,2 8 18,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  8. Gymnast  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
581,data/facet/images/imgs_2/sa_3815494.jpg,Skateboarder,18,17,1,Middle,18,3 4 18,18,18,18,The best answer is 18. Skateboarder.,3. Computer User  4. Craftsman  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
457,data/facet/images/imgs_2/sa_4285551.jpg,Skateboarder,18,17,0,Younger,18,13 16 18,18,18,18,The best answer is 18. Skateboarder.,13. Motorcyclist  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
258,data/facet/images/imgs_2/sa_4947712.jpg,Skateboarder,18,17,1,Middle,18,11 16 18,18,18,18,The best answer is 18. Skateboarder.,11. Laborer  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
257,data/facet/images/imgs_2/sa_3941960.jpg,Skateboarder,18,17,0,Younger,18,11 13 18,18,18,18,The best answer is 18. Skateboarder.,11. Laborer  13. Motorcyclist  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1028,data/facet/images/imgs_2/sa_3870191.jpg,Skateboarder,18,17,1,Middle,18,6 16 18,18,18,18,The best answer is 18. Skateboarder.,6. Guard  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
432,data/facet/images/imgs_2/sa_401872.jpg,Skateboarder,18,17,0,Younger,18,2 18 20,18,18,18,The best answer is 18. Skateboarder.,2. Boatman  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
1014,data/facet/images/imgs_2/sa_3919632.jpg,Skateboarder,18,17,1,Middle,18,4 16 18,18,18,18,The best answer is 18. Skateboarder.,4. Craftsman  16. Salesperson  18. Skateboarder,18. Skateboarder,18. Skateboarder,18. Skateboarder
1023,data/facet/images/imgs_2/sa_4303083.jpg,Skateboarder,18,17,1,Middle,18,2 13 18,18,2 18,2 18,The best answer is 18. Skateboarder.,2. Boatman  13. Motorcyclist  18. Skateboarder,18. Skateboarder,2. Boatman  18. Skateboarder,2. Boatman  18. Skateboarder
417,data/facet/images/imgs_2/sa_2452795.jpg,Skateboarder,18,17,0,Younger,18,16 18 20,18,18,18,The best answer is 18. Skateboarder.,16. Salesperson  18. Skateboarder  20. Tennis Player,18. Skateboarder,18. Skateboarder,18. Skateboarder
155,data/facet/images/imgs_1/sa_8133298.jpg,Speaker,19,18,1,Middle,6,1 3 6,1 3 5 6 8 10 11 12 16,1 3 6 10,1 3 6 10,The best answer is 19. Speaker.,1. Backpacker  3. Computer User  6. Guard,1. Backpacker  3. Computer User  5. Farmer  6. Guard  8. Gymnast  10. Horse Rider  11. Laborer  12. Officer  16. Salesperson,1. Backpacker  3. Computer User  6. Guard  10. Horse Rider,1. Backpacker  3. Computer User  6. Guard  10. Horse Rider
610,data/facet/images/imgs_1/sa_8413619.jpg,Speaker,19,18,2,Older,19,5 16 19,5 10 11 16 19,5 11 16 19,5 10 11 16 19,The best answer is 19. Speaker.,5. Farmer  16. Salesperson  19. Speaker,5. Farmer  10. Horse Rider  11. Laborer  16. Salesperson  19. Speaker,5. Farmer  11. Laborer  16. Salesperson  19. Speaker,5. Farmer  10. Horse Rider  11. Laborer  16. Salesperson  19. Speaker
587,data/facet/images/imgs_1/sa_8564684.jpg,Speaker,19,18,2,Older,12,6 11 12,3 6 10 11 12 16 17 19 20,6 11 12 16,6 11 12 16 19,The best answer is 19. Speaker.,6. Guard  11. Laborer  12. Officer,3. Computer User  6. Guard  10. Horse Rider  11. Laborer  12. Officer  16. Salesperson  17. Singer  19. Speaker  20. Tennis Player,6. Guard  11. Laborer  12. Officer  16. Salesperson,6. Guard  11. Laborer  12. Officer  16. Salesperson  19. Speaker
779,data/facet/images/imgs_1/sa_8391678.jpg,Speaker,19,18,1,Middle,3,3 17 19,3 6 11 17 19,3 6 17 19,3 6 17 19,The best answer is 19. Speaker.,3. Computer User  17. Singer  19. Speaker,3. Computer User  6. Guard  11. Laborer  17. Singer  19. Speaker,3. Computer User  6. Guard  17. Singer  19. Speaker,3. Computer User  6. Guard  17. Singer  19. Speaker
726,data/facet/images/imgs_1/sa_848342.jpg,Speaker,19,18,1,Middle,19,3 11 19,3 19,3 19,3 11 15 19,The best answer is 19. Speaker.,3. Computer User  11. Laborer  19. Speaker,3. Computer User  19. Speaker,3. Computer User  19. Speaker,3. Computer User  11. Laborer  15. Repairman  19. Speaker
1302,data/facet/images/imgs_1/sa_8417527.jpg,Speaker,19,18,1,Middle,11,11 16 17,11 12 16 17 19,11 16 17 19,11 16 17 19,The best answer is 19. Speaker.,11. Laborer  16. Salesperson  17. Singer,11. Laborer  12. Officer  16. Salesperson  17. Singer  19. Speaker,11. Laborer  16. Salesperson  17. Singer  19. Speaker,11. Laborer  16. Salesperson  17. Singer  19. Speaker
781,data/facet/images/imgs_1/sa_7025739.jpg,Speaker,19,18,1,Middle,16,9 11 16,9 11 16,4 9 11 16,4 9 11 16,The best answer is 19. Speaker.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson
94,data/facet/images/imgs_1/sa_7963403.jpg,Speaker,19,18,1,Middle,6,6 11 16,4 6 11 15 16 17 19,6 11 16 19,6 11 16 19,The best answer is 19. Speaker.,6. Guard  11. Laborer  16. Salesperson,4. Craftsman  6. Guard  11. Laborer  15. Repairman  16. Salesperson  17. Singer  19. Speaker,6. Guard  11. Laborer  16. Salesperson  19. Speaker,6. Guard  11. Laborer  16. Salesperson  19. Speaker
84,data/facet/images/imgs_1/sa_8137950.jpg,Speaker,19,18,1,Middle,10,5 9 10,1 3 5 9 10 11 12 16,1 5 9 10,1 5 9 10,The best answer is 19. Speaker.,5. Farmer  9. Hairdresser  10. Horse Rider,1. Backpacker  3. Computer User  5. Farmer  9. Hairdresser  10. Horse Rider  11. Laborer  12. Officer  16. Salesperson,1. Backpacker  5. Farmer  9. Hairdresser  10. Horse Rider,1. Backpacker  5. Farmer  9. Hairdresser  10. Horse Rider
85,data/facet/images/imgs_1/sa_8457220.jpg,Speaker,19,18,0,Younger,16,10 11 16,1 4 6 10 11 13 16,1 10 11 16,1 10 11 16,The best answer is 19. Speaker.,10. Horse Rider  11. Laborer  16. Salesperson,1. Backpacker  4. Craftsman  6. Guard  10. Horse Rider  11. Laborer  13. Motorcyclist  16. Salesperson,1. Backpacker  10. Horse Rider  11. Laborer  16. Salesperson,1. Backpacker  10. Horse Rider  11. Laborer  16. Salesperson
135,data/facet/images/imgs_1/sa_7519222.jpg,Speaker,19,18,3,Unknown,16,6 16 19,6 10 12 16 17 19 20,6 16 17 19,6 16 17 19,The best answer is 19. Speaker.,6. Guard  16. Salesperson  19. Speaker,6. Guard  10. Horse Rider  12. Officer  16. Salesperson  17. Singer  19. Speaker  20. Tennis Player,6. Guard  16. Salesperson  17. Singer  19. Speaker,6. Guard  16. Salesperson  17. Singer  19. Speaker
136,data/facet/images/imgs_1/sa_7995231.jpg,Speaker,19,18,2,Older,6,6 12 16,6 9 10 12 16,6 10 12 16,6 9 10 12 16,The best answer is 19. Speaker.,6. Guard  12. Officer  16. Salesperson,6. Guard  9. Hairdresser  10. Horse Rider  12. Officer  16. Salesperson,6. Guard  10. Horse Rider  12. Officer  16. Salesperson,6. Guard  9. Hairdresser  10. Horse Rider  12. Officer  16. Salesperson
128,data/facet/images/imgs_1/sa_7342124.jpg,Speaker,19,18,0,Younger,20,1 16 20,20,20,20,The best answer is 19. Speaker.,1. Backpacker  16. Salesperson  20. Tennis Player,20. Tennis Player,20. Tennis Player,20. Tennis Player
88,data/facet/images/imgs_1/sa_6954441.jpg,Speaker,19,18,1,Middle,17,6 11 17,2 3 6 10 11 12 16 17 19,3 6 11 17,3 6 11 17,The best answer is 19. Speaker.,6. Guard  11. Laborer  17. Singer,2. Boatman  3. Computer User  6. Guard  10. Horse Rider  11. Laborer  12. Officer  16. Salesperson  17. Singer  19. Speaker,3. Computer User  6. Guard  11. Laborer  17. Singer,3. Computer User  6. Guard  11. Laborer  17. Singer
89,data/facet/images/imgs_1/sa_8105332.jpg,Speaker,19,18,1,Middle,16,3 10 16,3 16,3 10 16 20,3 10 16 20,The best answer is 19. Speaker.,3. Computer User  10. Horse Rider  16. Salesperson,3. Computer User  16. Salesperson,3. Computer User  10. Horse Rider  16. Salesperson  20. Tennis Player,3. Computer User  10. Horse Rider  16. Salesperson  20. Tennis Player
80,data/facet/images/imgs_1/sa_7365709.jpg,Speaker,19,18,1,Middle,16,11 16 17,1 3 10 11 14 16 17,11 14 16 17,11 14 16 17,The best answer is 19. Speaker.,11. Laborer  16. Salesperson  17. Singer,1. Backpacker  3. Computer User  10. Horse Rider  11. Laborer  14. Painter  16. Salesperson  17. Singer,11. Laborer  14. Painter  16. Salesperson  17. Singer,11. Laborer  14. Painter  16. Salesperson  17. Singer
1115,data/facet/images/imgs_1/sa_8417312.jpg,Speaker,19,18,1,Middle,6,6 9 17,6 9 10 12 17 19,6 9 17 19,6 9 17 19,The best answer is 19. Speaker.,6. Guard  9. Hairdresser  17. Singer,6. Guard  9. Hairdresser  10. Horse Rider  12. Officer  17. Singer  19. Speaker,6. Guard  9. Hairdresser  17. Singer  19. Speaker,6. Guard  9. Hairdresser  17. Singer  19. Speaker
1116,data/facet/images/imgs_1/sa_7592849.jpg,Speaker,19,18,1,Middle,9,9 17 19,3 8 9 16 17 19,3 9 17 19,3 9 17 19,The best answer is 19. Speaker.,9. Hairdresser  17. Singer  19. Speaker,3. Computer User  8. Gymnast  9. Hairdresser  16. Salesperson  17. Singer  19. Speaker,3. Computer User  9. Hairdresser  17. Singer  19. Speaker,3. Computer User  9. Hairdresser  17. Singer  19. Speaker
310,data/facet/images/imgs_1/sa_736530.jpg,Speaker,19,18,1,Middle,3,3 9 17,1 3 9 10 16 17 19,3 9 17 19,3 9 17 19,The best answer is 19. Speaker.,3. Computer User  9. Hairdresser  17. Singer,1. Backpacker  3. Computer User  9. Hairdresser  10. Horse Rider  16. Salesperson  17. Singer  19. Speaker,3. Computer User  9. Hairdresser  17. Singer  19. Speaker,3. Computer User  9. Hairdresser  17. Singer  19. Speaker
323,data/facet/images/imgs_1/sa_6934261.jpg,Speaker,19,18,1,Middle,9,8 9 17,3 5 8 9 17 19 20,8 9 17 20,8 9 17 20,The best answer is 19. Speaker.,8. Gymnast  9. Hairdresser  17. Singer,3. Computer User  5. Farmer  8. Gymnast  9. Hairdresser  17. Singer  19. Speaker  20. Tennis Player,8. Gymnast  9. Hairdresser  17. Singer  20. Tennis Player,8. Gymnast  9. Hairdresser  17. Singer  20. Tennis Player
12,data/facet/images/imgs_1/sa_7567148.jpg,Speaker,19,18,1,Middle,12,8 10 12,1 8 10 12,1 8 10 12,1 8 10 12,The best answer is 19. Speaker.,8. Gymnast  10. Horse Rider  12. Officer,1. Backpacker  8. Gymnast  10. Horse Rider  12. Officer,1. Backpacker  8. Gymnast  10. Horse Rider  12. Officer,1. Backpacker  8. Gymnast  10. Horse Rider  12. Officer
761,data/facet/images/imgs_1/sa_7735147.jpg,Speaker,19,18,1,Middle,15,6 15 16,6 15 16,6 11 15 16,6 11 15 16,The best answer is 19. Speaker.,6. Guard  15. Repairman  16. Salesperson,6. Guard  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
1290,data/facet/images/imgs_1/sa_7036997.jpg,Speaker,19,18,2,Older,12,3 12 19,3 10 12 16 19,3 12 16 19,3 10 12 16 19,The best answer is 19. Speaker.,3. Computer User  12. Officer  19. Speaker,3. Computer User  10. Horse Rider  12. Officer  16. Salesperson  19. Speaker,3. Computer User  12. Officer  16. Salesperson  19. Speaker,3. Computer User  10. Horse Rider  12. Officer  16. Salesperson  19. Speaker
1269,data/facet/images/imgs_1/sa_8006663.jpg,Speaker,19,18,2,Older,10,6 10 11,1 5 6 10 11 12 14 16 17 19,6 10 11 16,6 10 11 14 16,The best answer is 19. Speaker.,6. Guard  10. Horse Rider  11. Laborer,1. Backpacker  5. Farmer  6. Guard  10. Horse Rider  11. Laborer  12. Officer  14. Painter  16. Salesperson  17. Singer  19. Speaker,6. Guard  10. Horse Rider  11. Laborer  16. Salesperson,6. Guard  10. Horse Rider  11. Laborer  14. Painter  16. Salesperson
1308,data/facet/images/imgs_1/sa_7591773.jpg,Speaker,19,18,1,Middle,6,6 10 11,3 4 6 10 11 12 16 19,3 6 10 11,3 6 10 11,The best answer is 19. Speaker.,6. Guard  10. Horse Rider  11. Laborer,3. Computer User  4. Craftsman  6. Guard  10. Horse Rider  11. Laborer  12. Officer  16. Salesperson  19. Speaker,3. Computer User  6. Guard  10. Horse Rider  11. Laborer,3. Computer User  6. Guard  10. Horse Rider  11. Laborer
571,data/facet/images/imgs_1/sa_8036003.jpg,Speaker,19,18,1,Middle,20,8 16 20,3 8 10 11 16 17 20,8 11 16 20,8 11 16 20,The best answer is 19. Speaker.,8. Gymnast  16. Salesperson  20. Tennis Player,3. Computer User  8. Gymnast  10. Horse Rider  11. Laborer  16. Salesperson  17. Singer  20. Tennis Player,8. Gymnast  11. Laborer  16. Salesperson  20. Tennis Player,8. Gymnast  11. Laborer  16. Salesperson  20. Tennis Player
189,data/facet/images/imgs_1/sa_8552386.jpg,Speaker,19,18,1,Middle,20,1 17 20,1 20,1 20,1 20,The best answer is 19. Speaker.,1. Backpacker  17. Singer  20. Tennis Player,1. Backpacker  20. Tennis Player,1. Backpacker  20. Tennis Player,1. Backpacker  20. Tennis Player
1205,data/facet/images/imgs_1/sa_7383904.jpg,Speaker,19,18,1,Middle,10,10 12 19,5 6 8 9 10 12 19,6 10 12 19,6 10 12 19,The best answer is 19. Speaker.,10. Horse Rider  12. Officer  19. Speaker,5. Farmer  6. Guard  8. Gymnast  9. Hairdresser  10. Horse Rider  12. Officer  19. Speaker,6. Guard  10. Horse Rider  12. Officer  19. Speaker,6. Guard  10. Horse Rider  12. Officer  19. Speaker
251,data/facet/images/imgs_1/sa_6909647.jpg,Speaker,19,18,0,Younger,17,1 17 20,1 7 11 14 16 17 20,1 16 17 20,1 16 17 20,The best answer is 19. Speaker.,1. Backpacker  17. Singer  20. Tennis Player,1. Backpacker  7. Guitarist  11. Laborer  14. Painter  16. Salesperson  17. Singer  20. Tennis Player,1. Backpacker  16. Salesperson  17. Singer  20. Tennis Player,1. Backpacker  16. Salesperson  17. Singer  20. Tennis Player
399,data/facet/images/imgs_1/sa_8611046.jpg,Speaker,19,18,0,Younger,1,1 17 18,1 10 17 18,1 10 17 18,1 17 18,The best answer is 19. Speaker.,1. Backpacker  17. Singer  18. Skateboarder,1. Backpacker  10. Horse Rider  17. Singer  18. Skateboarder,1. Backpacker  10. Horse Rider  17. Singer  18. Skateboarder,1. Backpacker  17. Singer  18. Skateboarder
419,data/facet/images/imgs_1/sa_70547.jpg,Speaker,19,18,1,Middle,20,16 17 20,5 6 8 10 11 16 17 20,8 16 17 20,8 16 17 20,The best answer is 19. Speaker.,16. Salesperson  17. Singer  20. Tennis Player,5. Farmer  6. Guard  8. Gymnast  10. Horse Rider  11. Laborer  16. Salesperson  17. Singer  20. Tennis Player,8. Gymnast  16. Salesperson  17. Singer  20. Tennis Player,8. Gymnast  16. Salesperson  17. Singer  20. Tennis Player
411,data/facet/images/imgs_1/sa_7122408.jpg,Speaker,19,18,1,Middle,10,9 10 17,4 9 10 16 17,4 9 10 17,4 9 10 17,The best answer is 19. Speaker.,9. Hairdresser  10. Horse Rider  17. Singer,4. Craftsman  9. Hairdresser  10. Horse Rider  16. Salesperson  17. Singer,4. Craftsman  9. Hairdresser  10. Horse Rider  17. Singer,4. Craftsman  9. Hairdresser  10. Horse Rider  17. Singer
113,data/facet/images/imgs_1/sa_7474900.jpg,Speaker,19,18,2,Older,3,3 12 19,3 5 10 11 12 19,3 10 12 19,3 10 11 12 19,The best answer is 19. Speaker.,3. Computer User  12. Officer  19. Speaker,3. Computer User  5. Farmer  10. Horse Rider  11. Laborer  12. Officer  19. Speaker,3. Computer User  10. Horse Rider  12. Officer  19. Speaker,3. Computer User  10. Horse Rider  11. Laborer  12. Officer  19. Speaker
549,data/facet/images/imgs_1/sa_8265969.jpg,Speaker,19,18,1,Middle,20,12 16 20,1 6 9 10 11 12 16 17 20,10 12 16 20,10 12 16 20,The best answer is 19. Speaker.,12. Officer  16. Salesperson  20. Tennis Player,1. Backpacker  6. Guard  9. Hairdresser  10. Horse Rider  11. Laborer  12. Officer  16. Salesperson  17. Singer  20. Tennis Player,10. Horse Rider  12. Officer  16. Salesperson  20. Tennis Player,10. Horse Rider  12. Officer  16. Salesperson  20. Tennis Player
540,data/facet/images/imgs_1/sa_7704770.jpg,Speaker,19,18,2,Older,15,11 15 19,3 5 7 11 15 19 20,11 15 19 20,7 11 15 19 20,The best answer is 19. Speaker.,11. Laborer  15. Repairman  19. Speaker,3. Computer User  5. Farmer  7. Guitarist  11. Laborer  15. Repairman  19. Speaker  20. Tennis Player,11. Laborer  15. Repairman  19. Speaker  20. Tennis Player,7. Guitarist  11. Laborer  15. Repairman  19. Speaker  20. Tennis Player
925,data/facet/images/imgs_1/sa_8098666.jpg,Speaker,19,18,1,Middle,15,11 15 16,10 11 12 15 16,10 11 15 16,10 11 15 16,The best answer is 19. Speaker.,11. Laborer  15. Repairman  16. Salesperson,10. Horse Rider  11. Laborer  12. Officer  15. Repairman  16. Salesperson,10. Horse Rider  11. Laborer  15. Repairman  16. Salesperson,10. Horse Rider  11. Laborer  15. Repairman  16. Salesperson
985,data/facet/images/imgs_1/sa_7425073.jpg,Speaker,19,18,2,Older,10,3 10 19,3 5 6 10 11 12 19,3 10 11 19,3 6 10 11 19,The best answer is 19. Speaker.,3. Computer User  10. Horse Rider  19. Speaker,3. Computer User  5. Farmer  6. Guard  10. Horse Rider  11. Laborer  12. Officer  19. Speaker,3. Computer User  10. Horse Rider  11. Laborer  19. Speaker,3. Computer User  6. Guard  10. Horse Rider  11. Laborer  19. Speaker
1158,data/facet/images/imgs_1/sa_7540442.jpg,Speaker,19,18,1,Middle,6,6 12 19,6 12 19,6 12 19,6 10 12 19,The best answer is 19. Speaker.,6. Guard  12. Officer  19. Speaker,6. Guard  12. Officer  19. Speaker,6. Guard  12. Officer  19. Speaker,6. Guard  10. Horse Rider  12. Officer  19. Speaker
1153,data/facet/images/imgs_1/sa_7163178.jpg,Speaker,19,18,1,Middle,10,6 10 12,3 5 6 10 11 12 13 16 17 19,5 6 10 12,5 6 10 12,The best answer is 19. Speaker.,6. Guard  10. Horse Rider  12. Officer,3. Computer User  5. Farmer  6. Guard  10. Horse Rider  11. Laborer  12. Officer  13. Motorcyclist  16. Salesperson  17. Singer  19. Speaker,5. Farmer  6. Guard  10. Horse Rider  12. Officer,5. Farmer  6. Guard  10. Horse Rider  12. Officer
1026,data/facet/images/imgs_1/sa_7969661.jpg,Speaker,19,18,1,Middle,17,9 17 20,9 13 17 20,9 13 17 20,9 13 17 20,The best answer is 19. Speaker.,9. Hairdresser  17. Singer  20. Tennis Player,9. Hairdresser  13. Motorcyclist  17. Singer  20. Tennis Player,9. Hairdresser  13. Motorcyclist  17. Singer  20. Tennis Player,9. Hairdresser  13. Motorcyclist  17. Singer  20. Tennis Player
1031,data/facet/images/imgs_1/sa_7579262.jpg,Speaker,19,18,0,Younger,16,16 17 19,3 6 14 16 17 19,3 16 17 19,3 16 17 19,The best answer is 19. Speaker.,16. Salesperson  17. Singer  19. Speaker,3. Computer User  6. Guard  14. Painter  16. Salesperson  17. Singer  19. Speaker,3. Computer User  16. Salesperson  17. Singer  19. Speaker,3. Computer User  16. Salesperson  17. Singer  19. Speaker
204,data/facet/images/imgs_1/sa_7844409.jpg,Speaker,19,18,2,Older,3,3 12 19,3 12 16 19,3 12 16 19,3 6 12 16 19,The best answer is 19. Speaker.,3. Computer User  12. Officer  19. Speaker,3. Computer User  12. Officer  16. Salesperson  19. Speaker,3. Computer User  12. Officer  16. Salesperson  19. Speaker,3. Computer User  6. Guard  12. Officer  16. Salesperson  19. Speaker
242,data/facet/images/imgs_1/sa_8234747.jpg,Speaker,19,18,1,Middle,3,3 11 19,3 5 11 16 19 20,3 11 19 20,3 11 19 20,The best answer is 19. Speaker.,3. Computer User  11. Laborer  19. Speaker,3. Computer User  5. Farmer  11. Laborer  16. Salesperson  19. Speaker  20. Tennis Player,3. Computer User  11. Laborer  19. Speaker  20. Tennis Player,3. Computer User  11. Laborer  19. Speaker  20. Tennis Player
